Número Emenda,Data Criação,Município,CNPJ,Nome Responsável,Cargo Responsável,LOA 2026 Check,Âmbito,Tipo Emenda,Tipo Emenda Outro,Fundamento Legal,Autor,Número Emenda,Objeto,Finalidade,Função,Destinação,Órgão Beneficiário,Localidade Beneficiada,Instrumento Jurídico,Possui Cronograma,Prazo Aplicação,Valor,Valor Autorizado,% RCL,Conta Específica,Número Conta,Portal Transparência Check,Divulgação Tempo Real,Link Portal,Monitoramento Check,Status,Prioridade,Latitude,Longitude,Categoria,Fornecedor,Número Licitação,Código de Aplicação,Código Aplicação Variável,SubFunção
103.12.34.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,103.12.34.2026,Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.,,04,Investimento,GABINETE DA COORDENADORIA DA DEFESA CIVIL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0166,126
103.14.34.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Josias Nascimento de Jesus,103.14.34.2026,Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.,,04,Investimento,GABINETE DA COORDENADORIA DA DEFESA CIVIL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0199,126
103.15.34.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,103.15.34.2026,Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.,,04,Investimento,GABINETE DA COORDENADORIA DA DEFESA CIVIL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0211,126
103.19.34.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,103.19.34.2026,Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.,,04,Investimento,GABINETE DA COORDENADORIA DA DEFESA CIVIL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0251,126
103.20.34.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Sergio Augusto Fontellas dos Santos,103.20.34.2026,Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.,,04,Investimento,GABINETE DA COORDENADORIA DA DEFESA CIVIL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0261,126
104.03.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,104.03.15.2026,"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade",,13,Custeio,GABINETE DA SECRETARIA DE CULTURA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,13,,,804,0034,392
104.15.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,104.15.15.2026,"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade",,13,Custeio,GABINETE DA SECRETARIA DE CULTURA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,13,,,804,0212,392
104.19.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,104.19.15.2026,"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade",,13,Custeio,GABINETE DA SECRETARIA DE CULTURA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,13,,,804,0252,392
104.20.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Sergio Augusto Fontellas dos Santos,104.20.15.2026,"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade",,13,Custeio,GABINETE DA SECRETARIA DE CULTURA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,13,,,804,0262,392
105.01.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,105.01.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0002,245
105.03.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,105.03.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0035,245
105.06.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,105.06.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0077,245
105.08.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,105.08.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0097,245
105.12.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,105.12.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0167,245
105.14.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Josias Nascimento de Jesus,105.14.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0200,245
105.15.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,105.15.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0213,245
105.19.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,105.19.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0253,245
105.20.14.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Sergio Augusto Fontellas dos Santos,105.20.14.2026,"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.",,08,Custeio,GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,8,,,804,0263,245
106.02.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,106.02.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0026,303
106.03.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,106.03.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"146.324,60","146.324,60","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0036,303
106.04.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Délbio Camargo Teruel,106.04.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"151.668,85","151.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0063,303
106.05.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elania Silva de Lima,106.05.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"151.668,85","151.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0069,303
106.06.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,106.06.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"120.000,00","120.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0078,303
106.08.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,106.08.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"120.000,00","120.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0098,303
106.09.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,106.09.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"120.000,00","120.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0113,303
106.11.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,106.11.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"110.000,00","110.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0142,303
106.12.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,106.12.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"110.000,00","110.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0168,303
106.14.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Josias Nascimento de Jesus,106.14.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"151.668,85","151.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0201,303
106.15.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,106.15.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"161.668,85","161.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0214,303
106.17.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Pedrinho Cantagessi Vitoriano,106.17.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"150.000,00","150.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0226,303
106.18.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Ralfi Rafael da Silva,106.18.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0238,303
106.19.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,106.19.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0254,303
106.20.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Sergio Augusto Fontellas dos Santos,106.20.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0264,303
106.21.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Stephane Carolina Rossi de Almeida Magdesian,106.21.09.2026,Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia,,10,Custeio,DEPARTAMENTO DE ASSISTÊNCIA FARMACÊUTICA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"107.000,00","107.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0286,303
107.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,107.03.12.2026,"Execução de ações socioesportivas voltadas à inclusão e ao desenvolvimento integral de crianças e adolescentes, por meio de prática orientada do voleibol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"150.000,00","150.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0037,812
107.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,107.08.12.2026,"Execução de ações socioesportivas voltadas à inclusão e ao desenvolvimento integral de crianças e adolescentes, por meio de prática orientada do voleibol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"250.000,00","250.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0099,812
108.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,108.01.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0003,812
108.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,108.03.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"21.668,85","21.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0038,812
108.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,108.06.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0079,812
108.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,108.08.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0100,812
108.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,108.09.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"140.000,00","140.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0114,812
108.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,108.10.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"108.331,15","108.331,15","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0127,812
