Número Emenda,Data Criação,Município,CNPJ,Nome Responsável,Cargo Responsável,LOA 2026 Check,Âmbito,Tipo Emenda,Tipo Emenda Outro,Fundamento Legal,Autor,Número Emenda,Objeto,Finalidade,Função,Destinação,Órgão Beneficiário,Localidade Beneficiada,Instrumento Jurídico,Possui Cronograma,Prazo Aplicação,Valor,Valor Autorizado,% RCL,Conta Específica,Número Conta,Portal Transparência Check,Divulgação Tempo Real,Link Portal,Monitoramento Check,Status,Prioridade,Latitude,Longitude,Categoria,Fornecedor,Número Licitação,Código de Aplicação,Código Aplicação Variável,SubFunção
132.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,132.03.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0047,811
132.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,132.03.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0047,811
132.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,132.08.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"5.000,00","5.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0105,811
132.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,132.08.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"5.000,00","5.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0105,811
132.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,132.09.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0117,811
132.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,132.09.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0117,811
132.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,132.10.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0131,811
132.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,132.10.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0131,811
132.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,132.11.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"5.000,00","5.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0148,811
132.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,132.11.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"5.000,00","5.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0148,811
133.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,133.01.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0013,812
133.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,133.03.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0048,812
133.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,133.06.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"60.000,00","60.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0083,812
133.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,133.08.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"45.000,00","45.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0106,812
133.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,133.09.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0118,812
133.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,133.10.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0132,812
133.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,133.11.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"130.000,00","130.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0149,812
133.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,133.12.12.2026,Fomentar a modalidade natação para crianças e adolescentes.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"55.000,00","55.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0174,812
134.02.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,134.02.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"8.333,50","8.333,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0028,812
134.02.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,134.02.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"8.333,50","8.333,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0028,812
134.02.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,134.02.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"8.333,00","8.333,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0028,812
134.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,134.03.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.666,50","16.666,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0049,812
134.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,134.03.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.666,50","16.666,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0049,812
134.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,134.03.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.667,00","16.667,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0049,812
134.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,134.10.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0133,812
134.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,134.10.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0133,812
134.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,134.10.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0133,812
134.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,134.12.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.666,50","16.666,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0175,812
134.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,134.12.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.666,50","16.666,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0175,812
134.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,134.12.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.667,00","16.667,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0175,812
134.19.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,134.19.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.666,50","16.666,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0258,812
134.19.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,134.19.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.666,50","16.666,50","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0258,812
134.19.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,134.19.12.2026,"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer",,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"16.667,00","16.667,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0258,812
135.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,135.01.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0014,812
135.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,135.03.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0050,812
135.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,135.06.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0084,812
135.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,135.08.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"60.000,00","60.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0107,812
135.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,135.09.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"95.000,00","95.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0119,812
135.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,135.10.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"75.000,00","75.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0134,812
135.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,135.11.12.2026,Fomentar a modalidade handebol em Osasco,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"200.000,00","200.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0150,812
135.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,135.12.12.2026,Fomentar a modalidade handebol em Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0176,812
136.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,136.01.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"190.000,00","190.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0015,812
136.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,136.03.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0051,812
